store,date,weekly_sales,holiday_flag,temperature,fuel_price,cpi,unemployment,year,month,day,weekday,is_weekend,is_holiday,holiday_name,store_name,week,quarter,lag_1,lag_2,lag_4,lag_13,lag_26,lag_52,sales_roll_4,sales_roll_13,sales_roll_26,sales_roll_52,sales_diff_1,sales_diff_4,cumulative_sales,avg_sales_per_store,promo_last_week,promo_next_week,store_encoded
8,2012-07-09,932160.37,1,80.87,3.73,226.0153733,5.401,2012,7,9,0,0,0,No Holiday,Austin East,28,3,936205.5,1046816.59,976436.02,996147.39,929222.16,0.0,957892.835,933641.2476923076,928481.1126923077,0.0,-4045.1300000000047,-44275.65000000002,46930873.4,923150.8061403509,0.0,0.0,7
8,2012-08-06,928820.0,0,74.28,3.452,225.3011521,5.679,2012,8,6,0,0,0,No Holiday,Austin East,32,3,932160.37,936205.5,872113.23,900387.29,944594.78,0.0,946823.9225,928719.1692307693,928594.1207692308,0.0,-3340.3699999999953,56706.77000000002,47859693.4,923150.8061403509,0.0,1.0,7
8,2012-09-03,960115.56,0,49.59,3.669,224.6110379,5.825,2012,9,3,0,0,1,Labor Day,Austin East,36,3,928820.0,932160.37,1046816.59,917088.48,935266.43,804105.49,961000.615,930906.3007692308,927987.3984615385,920378.7192307692,31295.560000000056,-86701.02999999991,48819808.96,923150.8061403509,0.0,0.0,7
8,2012-10-02,1021400.42,1,35.71,3.409,223.8024507,5.825,2012,10,2,1,0,0,No Holiday,Austin East,40,4,960115.56,928820.0,936205.5,856796.1,947815.05,914500.91,939325.3575,934216.076153846,928943.1342307691,923378.9128846154,61284.859999999986,85194.92000000004,49841209.38,923150.8061403509,1.0,1.0,7
8,2012-10-08,930745.69,0,83.74,3.494,225.5226885,5.401,2012,10,8,0,0,1,Columbus Day,Austin East,41,4,1021400.42,960115.56,932160.37,921161.2,892393.77,852333.75,960624.0875,946877.9469230769,931773.3407692307,925434.6726923077,-90654.7300000001,-1414.6800000000512,50771955.07,923150.8061403509,0.0,0.0,7
8,2012-11-05,920128.89,0,64.96,3.688,225.2842514,5.679,2012,11,5,0,0,0,No Holiday,Austin East,45,4,930745.69,1021400.42,928820.0,952264.91,941457.34,899036.47,960270.4175,947615.2153846155,933248.4146153847,926942.5946153847,-10616.79999999993,-8691.109999999986,51692083.96,923150.8061403509,1.0,0.0,7
8,2012-12-10,927511.99,0,55.03,3.601,226.9735448,5.124,2012,12,10,0,0,0,No Holiday,Austin East,50,4,920128.89,930745.69,960115.56,927610.69,873065.23,952766.93,958097.64,945143.2138461538,932428.0896153846,927348.218076923,7383.099999999977,-32603.570000000065,52619595.95,923150.8061403509,0.0,0.0,7
9,2010-01-10,495692.19,0,69.08,2.603,215.2141341,6.56,2010,1,10,6,1,0,No Holiday,Indianapolis Downtown,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495692.19,552418.2321052632,0.0,0.0,8
9,2010-02-04,545206.32,0,65.21,2.719,214.3465181,6.384,2010,2,4,3,0,0,No Holiday,Indianapolis Downtown,5,1,495692.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49514.12999999995,0.0,1040898.51,552418.2321052632,0.0,0.0,8
9,2010-02-07,528832.54,0,78.55,2.669,214.7765028,6.442,2010,2,7,6,1,0,No Holiday,Indianapolis Downtown,5,1,545206.32,495692.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16373.779999999912,0.0,1569731.0499999998,552418.2321052632,0.0,0.0,8
9,2010-03-09,511049.06,0,82.47,2.577,215.0779426,6.442,2010,3,9,1,0,0,No Holiday,Indianapolis Downtown,10,1,528832.54,545206.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17783.48000000004,0.0,2080780.1099999999,552418.2321052632,0.0,0.0,8
9,2010-03-12,578164.82,0,49.89,2.708,215.1445203,6.56,2010,3,12,4,0,0,No Holiday,Indianapolis Downtown,10,1,511049.06,528832.54,495692.19,0.0,0.0,0.0,520195.02749999997,0.0,0.0,0.0,67115.75999999995,82472.62999999995,2658944.9299999997,552418.2321052632,0.0,0.0,8
9,2010-04-06,586061.46,0,79.65,2.705,214.7257848,6.384,2010,4,6,1,0,0,No Holiday,Indianapolis Downtown,14,2,578164.82,511049.06,545206.32,0.0,0.0,0.0,540813.185,0.0,0.0,0.0,7896.640000000014,40855.140000000014,3245006.3899999997,552418.2321052632,0.0,0.0,8
9,2010-05-02,549505.55,0,38.01,2.572,214.6554591,6.415,2010,5,2,6,1,0,No Holiday,Indianapolis Downtown,17,2,586061.46,578164.82,528832.54,0.0,0.0,0.0,551026.97,0.0,0.0,0.0,-36555.909999999916,20673.01000000001,3794511.94,552418.2321052632,0.0,0.0,8
9,2010-05-03,507297.88,0,48.43,2.625,214.9054721,6.415,2010,5,3,0,0,0,No Holiday,Indianapolis Downtown,18,2,549505.55,586061.46,511049.06,0.0,0.0,0.0,556195.2224999999,0.0,0.0,0.0,-42207.67000000004,-3751.179999999993,4301809.82,552418.2321052632,0.0,0.0,8
9,2010-05-11,517869.97,0,58.69,2.689,215.5065452,6.56,2010,5,11,1,0,0,No Holiday,Indianapolis Downtown,19,2,507297.88,549505.55,578164.82,0.0,0.0,0.0,555257.4275,0.0,0.0,0.0,10572.089999999967,-60294.84999999998,4819679.79,552418.2321052632,0.0,0.0,8
9,2010-06-08,522815.45,0,87.09,2.627,215.064843,6.442,2010,6,8,1,0,0,No Holiday,Indianapolis Downtown,23,2,517869.97,507297.88,586061.46,0.0,0.0,0.0,540183.715,0.0,0.0,0.0,4945.48000000004,-63246.00999999995,5342495.24,552418.2321052632,0.0,1.0,8
9,2010-07-05,526128.61,0,68.58,2.835,213.848478,6.384,2010,7,5,0,0,1,Independence Day (observed),Indianapolis Downtown,27,3,522815.45,517869.97,549505.55,0.0,0.0,0.0,524372.2125,0.0,0.0,0.0,3313.1599999999744,-23376.94000000006,5868623.85,552418.2321052632,0.0,0.0,8
9,2010-08-10,505069.21,0,65.35,2.633,215.290437,6.56,2010,8,10,1,0,0,No Holiday,Indianapolis Downtown,32,3,526128.61,522815.45,507297.88,0.0,0.0,0.0,518527.9775,0.0,0.0,0.0,-21059.399999999965,-2228.6699999999837,6373693.06,552418.2321052632,1.0,0.0,8
9,2010-09-04,529384.31,0,64.95,2.77,214.1399135,6.384,2010,9,4,5,1,0,No Holiday,Indianapolis Downtown,35,3,505069.21,526128.61,517869.97,0.0,0.0,0.0,517970.80999999994,0.0,0.0,0.0,24315.100000000035,11514.340000000084,6903077.37,552418.2321052632,0.0,0.0,8
9,2010-09-07,485389.15,0,78.51,2.642,214.6564301,6.442,2010,9,7,1,0,0,No Holiday,Indianapolis Downtown,36,3,529384.31,505069.21,522815.45,495692.19,0.0,0.0,520849.395,531005.9515384615,0.0,0.0,-43995.16000000003,-37426.29999999999,7388466.52,552418.2321052632,0.0,0.0,8
9,2010-10-09,484835.2,1,77.7,2.565,215.0359315,6.442,2010,10,9,5,1,0,No Holiday,Indianapolis Downtown,40,4,485389.15,529384.31,526128.61,545206.32,0.0,0.0,511492.81999999995,530213.41,0.0,0.0,-553.9500000000116,-41293.409999999974,7873301.72,552418.2321052632,0.0,0.0,8
9,2010-10-12,618121.82,0,46.1,2.843,214.9981378,6.56,2010,10,12,1,0,0,No Holiday,Indianapolis Downtown,41,4,484835.2,485389.15,505069.21,528832.54,0.0,0.0,501169.4675,525569.4776923077,0.0,0.0,133286.61999999994,113052.60999999993,8491423.54,552418.2321052632,0.0,0.0,8
9,2010-11-06,522715.68,0,83.75,2.668,215.0187191,6.384,2010,11,6,5,1,0,No Holiday,Indianapolis Downtown,44,4,618121.82,484835.2,529384.31,511049.06,0.0,0.0,529432.62,532437.8838461539,0.0,0.0,-95406.13999999996,-6668.630000000063,9014139.22,552418.2321052632,0.0,0.0,8
9,2010-12-02,552677.48,1,37.08,2.548,214.8056534,6.415,2010,12,2,3,0,0,No Holiday,Indianapolis Downtown,48,4,522715.68,618121.82,485389.15,578164.82,0.0,0.0,527765.4625,533335.3161538462,0.0,0.0,29961.79999999999,67288.32999999996,9566816.7,552418.2321052632,0.0,0.0,8
9,2010-12-03,494145.8,0,55.76,2.667,214.932899,6.415,2010,12,3,4,0,0,No Holiday,Indianapolis Downtown,48,4,552677.48,522715.68,484835.2,586061.46,0.0,0.0,544587.5449999999,531374.7515384615,0.0,0.0,-58531.67999999999,9310.599999999977,10060962.5,552418.2321052632,0.0,0.0,8
9,2010-12-11,520846.68,0,61.59,2.728,215.5557297,6.56,2010,12,11,5,1,0,No Holiday,Indianapolis Downtown,49,4,494145.8,552677.48,618121.82,549505.55,0.0,0.0,546915.195,524304.3161538461,0.0,0.0,26700.880000000005,-97275.13999999996,10581809.18,552418.2321052632,0.0,0.0,8
9,2011-01-04,520962.14,0,56.12,3.524,218.445164,6.38,2011,1,4,1,0,0,No Holiday,Indianapolis Downtown,1,1,520846.68,494145.8,522715.68,507297.88,0.0,0.0,522596.41,522099.7876923077,0.0,0.0,115.46000000002095,-1753.539999999979,11102771.32,552418.2321052632,0.0,0.0,8
9,2011-01-07,537064.03,0,89.14,3.524,218.7796415,6.404,2011,1,7,4,0,0,No Holiday,Indianapolis Downtown,1,1,520962.14,520846.68,552677.48,517869.97,0.0,0.0,522158.025,523150.8846153846,0.0,0.0,16101.890000000014,-15613.449999999953,11639835.35,552418.2321052632,0.0,0.0,8
9,2011-02-09,544643.33,0,89.33,3.533,219.382382,6.404,2011,2,9,2,0,0,No Holiday,Indianapolis Downtown,6,1,537064.03,520962.14,494145.8,522815.45,0.0,0.0,518254.6625,524627.3507692307,0.0,0.0,7579.29999999993,50497.52999999997,12184478.68,552418.2321052632,0.0,0.0,8
9,2011-02-12,613115.21,0,46.84,3.172,222.3975443,6.054,2011,2,12,5,1,0,No Holiday,Indianapolis Downtown,6,1,544643.33,537064.03,520846.68,526128.61,0.0,0.0,530879.0449999999,526306.4184615385,0.0,0.0,68471.88,92268.52999999997,12797593.89,552418.2321052632,0.0,0.0,8
9,2011-03-06,587004.29,0,85.8,3.699,218.8784768,6.38,2011,3,6,6,1,0,No Holiday,Indianapolis Downtown,9,1,613115.21,544643.33,520962.14,505069.21,0.0,0.0,553946.1775,532997.6953846153,0.0,0.0,-26110.919999999925,66042.15000000002,13384598.18,552418.2321052632,0.0,0.0,8
9,2011-04-02,544612.28,0,31.82,2.989,216.1162864,6.416,2011,4,2,5,1,0,No Holiday,Indianapolis Downtown,13,2,587004.29,613115.21,537064.03,529384.31,0.0,0.0,570456.715,539300.3938461539,0.0,0.0,-42392.01000000001,7548.25,13929210.459999999,552418.2321052632,0.0,0.0,8
9,2011-04-03,542016.18,0,60.67,3.288,217.4036503,6.416,2011,4,3,6,1,0,No Holiday,Indianapolis Downtown,13,2,544612.28,587004.29,544643.33,485389.15,495692.19,0.0,572343.7775000001,540471.7761538462,535738.8638461538,0.0,-2596.0999999999767,-2627.149999999907,14471226.64,552418.2321052632,0.0,0.0,8
9,2011-04-11,597855.07,0,54.46,3.332,221.4820921,6.054,2011,4,11,0,0,0,No Holiday,Indianapolis Downtown,15,2,542016.18,544612.28,613115.21,484835.2,545206.32,0.0,571686.99,544827.7015384615,537520.5557692307,0.0,55838.8899999999,-15260.140000000014,15069081.709999999,552418.2321052632,0.0,0.0,8
9,2011-05-08,554879.67,0,91.52,3.684,219.1349201,6.404,2011,5,8,6,1,0,No Holiday,Indianapolis Downtown,18,2,597855.07,542016.18,587004.29,618121.82,528832.54,0.0,567871.9550000001,553521.5376923077,539545.5076923077,0.0,-42975.39999999991,-32124.619999999995,15623961.379999999,552418.2321052632,0.0,0.0,8
9,2011-06-05,545251.1,0,62.2,3.906,219.4315106,6.38,2011,6,5,6,1,0,No Holiday,Indianapolis Downtown,22,2,554879.67,597855.07,544612.28,522715.68,511049.06,0.0,559840.8,548656.7569230769,540547.3203846153,0.0,-9628.570000000065,638.8199999999488,16169212.48,552418.2321052632,0.0,0.0,8
9,2011-07-01,490981.78,0,41.82,2.976,214.9234729,6.416,2011,7,1,4,0,0,No Holiday,Indianapolis Downtown,26,3,545251.1,554879.67,542016.18,552677.48,578164.82,0.0,560000.505,550390.2507692308,541862.7834615384,0.0,-54269.31999999995,-51034.40000000002,16660194.26,552418.2321052632,0.0,0.0,8
9,2011-07-10,553836.98,0,72.62,3.285,220.6643585,6.054,2011,7,10,6,1,0,No Holiday,Indianapolis Downtown,27,3,490981.78,545251.1,597855.07,494145.8,586061.46,0.0,547241.905,545644.4276923077,538509.5896153846,0.0,62855.19999999995,-44018.08999999997,17214031.24,552418.2321052632,0.0,0.0,8
9,2011-08-04,561625.92,0,71.4,3.622,218.6895775,6.38,2011,8,4,3,0,0,No Holiday,Indianapolis Downtown,31,3,553836.98,490981.78,554879.67,520846.68,549505.55,0.0,536237.3825000001,550236.056923077,537270.1865384615,0.0,7788.9400000000605,6746.25,17775657.16,552418.2321052632,0.0,0.0,8
9,2011-08-07,535983.13,0,89.04,3.48,218.8755955,6.404,2011,8,7,6,1,0,No Holiday,Indianapolis Downtown,31,3,561625.92,553836.98,545251.1,520962.14,507297.88,0.0,537923.9450000001,553372.9215384615,537736.3546153846,0.0,-25642.790000000037,-9267.969999999972,18311640.29,552418.2321052632,0.0,0.0,8
9,2011-09-09,528784.86,1,75.65,3.546,219.4457675,6.404,2011,9,9,4,0,0,No Holiday,Indianapolis Downtown,36,3,535983.13,561625.92,490981.78,537064.03,517869.97,0.0,535606.9525,554528.3823076923,538839.6334615385,0.0,-7198.270000000019,37803.07999999996,18840425.15,552418.2321052632,0.0,0.0,8
9,2011-09-12,630327.28,0,37.65,3.158,222.6561203,6.054,2011,9,12,0,0,0,No Holiday,Indianapolis Downtown,37,3,528784.86,535983.13,553836.98,544643.33,522815.45,0.0,545057.7225,553891.5230769231,539259.4369230769,0.0,101542.42000000004,76490.30000000005,19470752.43,552418.2321052632,0.0,0.0,8
9,2011-10-06,550076.32,0,85.81,3.648,218.6365747,6.38,2011,10,6,3,0,0,No Holiday,Indianapolis Downtown,40,4,630327.28,528784.86,561625.92,613115.21,526128.61,0.0,564180.2975,560482.5961538461,543394.5073076923,0.0,-80250.96000000008,-11549.600000000093,20020828.75,552418.2321052632,0.0,0.0,8
9,2011-11-02,555279.02,1,34.13,3.022,216.496729,6.416,2011,11,2,2,0,0,No Holiday,Indianapolis Downtown,44,4,550076.32,630327.28,535983.13,587004.29,505069.21,0.0,561292.8975,555633.4507692307,544315.573076923,0.0,5202.70000000007,19295.890000000014,20576107.77,552418.2321052632,0.0,0.0,8
9,2011-11-03,517783.5,0,54.75,3.459,217.6977326,6.416,2011,11,3,3,0,0,No Holiday,Indianapolis Downtown,44,4,555279.02,550076.32,528784.86,544612.28,529384.31,0.0,566116.87,553193.0453846154,546246.7196153847,0.0,-37495.52000000002,-11001.359999999986,21093891.27,552418.2321052632,0.0,1.0,8
9,2011-11-11,594574.12,0,58.28,3.297,221.6482278,6.054,2011,11,11,4,0,1,Veterans Day,Indianapolis Downtown,45,4,517783.5,555279.02,630327.28,542016.18,485389.15,0.0,563366.53,551129.2930769231,545800.5346153846,0.0,76790.62,-35753.16000000003,21688465.39,552418.2321052632,0.0,0.0,8
9,2011-12-08,520284.79,0,91.63,3.638,219.1929854,6.404,2011,12,8,3,0,0,No Holiday,Indianapolis Downtown,49,4,594574.12,517783.5,550076.32,597855.07,484835.2,0.0,554428.24,555172.2115384615,549999.9565384615,0.0,-74289.33000000002,-29791.52999999997,22208750.18,552418.2321052632,1.0,0.0,8
9,2012-01-06,583648.59,0,80.26,3.501,225.4946078,5.539,2012,1,6,4,0,0,No Holiday,Indianapolis Downtown,1,1,520284.79,594574.12,555279.02,554879.67,618121.82,0.0,546980.3575,549205.2669230769,551363.4023076923,0.0,63363.79999999999,28369.56999999995,22792398.77,552418.2321052632,0.0,0.0,8
9,2012-02-03,619498.28,0,57.2,3.63,224.5894104,5.667,2012,2,3,4,0,0,No Holiday,Indianapolis Downtown,5,1,583648.59,520284.79,517783.5,545251.1,522715.68,0.0,554072.75,551418.2607692308,550037.5088461539,0.0,35849.69000000006,101714.78000000003,23411897.05,552418.2321052632,0.0,0.0,8
9,2012-03-02,549967.89,0,54.43,3.36,223.9006766,5.667,2012,3,2,4,0,0,No Holiday,Indianapolis Downtown,9,1,619498.28,583648.59,594574.12,490981.78,552677.48,0.0,579501.4450000001,557129.5823076924,553759.9165384616,0.0,-69530.39000000001,-44606.22999999998,23961864.94,552418.2321052632,0.0,0.0,8
9,2012-03-08,533887.54,0,90.23,3.417,225.7070437,5.277,2012,3,8,3,0,0,No Holiday,Indianapolis Downtown,10,1,549967.89,619498.28,520284.79,553836.98,494145.8,0.0,568349.8875,561666.9753846154,553655.7015384615,0.0,-16080.349999999977,13602.750000000058,24495752.48,552418.2321052632,0.0,0.0,8
9,2012-04-05,586289.08,0,78.98,3.749,225.4227585,5.539,2012,4,5,3,0,0,No Holiday,Indianapolis Downtown,14,2,533887.54,549967.89,583648.59,561625.92,520846.68,0.0,571750.5750000001,560132.4030769231,555184.23,0.0,52401.53999999992,2640.4899999999907,25082041.56,552418.2321052632,0.0,0.0,8
9,2012-05-10,606755.3,0,66.61,3.617,226.9662325,4.954,2012,5,10,3,0,0,No Holiday,Indianapolis Downtown,19,2,586289.08,533887.54,619498.28,535983.13,520962.14,0.0,572410.6975,562029.5692307693,557701.2453846154,0.0,20466.22000000009,-12742.979999999981,25688796.86,552418.2321052632,0.0,0.0,8
9,2012-06-01,519585.67,0,47.54,3.157,223.4332408,5.667,2012,6,1,4,0,0,No Holiday,Indianapolis Downtown,22,2,606755.3,586289.08,549967.89,528784.86,537064.03,0.0,569224.9525,567473.5823076923,561000.9823076923,0.0,-87169.63000000006,-30382.22000000003,26208382.53,552418.2321052632,0.0,0.0,8
9,2012-06-04,677885.99,0,68.83,3.891,225.1820555,5.539,2012,6,4,0,0,0,No Holiday,Indianapolis Downtown,23,2,519585.67,606755.3,533887.54,630327.28,544643.33,0.0,561629.3975,566765.9523076923,560328.7376923077,0.0,158300.32,143998.44999999995,26886268.52,552418.2321052632,0.0,0.0,8
9,2012-06-07,578790.36,0,84.15,3.227,225.6346256,5.277,2012,6,7,3,0,0,No Holiday,Indianapolis Downtown,23,2,677885.99,519585.67,586289.08,550076.32,613115.21,0.0,597629.01,570424.3146153846,565453.4553846153,0.0,-99095.63,-7498.719999999972,27465058.88,552418.2321052632,0.0,0.0,8
9,2012-07-09,565812.29,1,87.93,3.73,226.2103541,5.277,2012,7,9,0,0,0,No Holiday,Indianapolis Downtown,28,3,578790.36,677885.99,606755.3,555279.02,587004.29,0.0,595754.33,572633.0869230769,564133.2688461539,0.0,-12978.069999999949,-40943.01000000001,28030871.169999998,552418.2321052632,0.0,0.0,8
9,2012-08-06,582525.42,0,78.91,3.452,225.4947868,5.539,2012,8,6,0,0,0,No Holiday,Indianapolis Downtown,32,3,565812.29,578790.36,519585.67,517783.5,544612.28,0.0,585518.5775,573443.3384615385,563318.191923077,0.0,16713.130000000005,62939.75000000006,28613396.59,552418.2321052632,0.0,1.0,8
9,2012-09-03,574955.95,0,54.03,3.669,224.8046825,5.667,2012,9,3,0,0,1,Labor Day,Indianapolis Downtown,36,3,582525.42,565812.29,677885.99,594574.12,542016.18,495692.19,601253.515,578423.4861538461,564776.3896153846,550257.6267307692,-7569.4700000000885,-102930.04000000004,29188352.54,552418.2321052632,0.0,0.0,8
9,2012-10-02,609736.12,1,44.03,3.409,223.9953006,5.667,2012,10,2,1,0,0,No Holiday,Indianapolis Downtown,40,4,574955.95,582525.42,578790.36,520284.79,597855.07,545206.32,575521.005,576914.3961538462,566043.3038461539,551781.9298076923,34780.17000000004,30945.76000000001,29798088.66,552418.2321052632,1.0,1.0,8
9,2012-10-08,538713.47,0,88.66,3.494,225.7170094,5.277,2012,10,8,0,0,1,Columbus Day,Indianapolis Downtown,41,4,609736.12,574955.95,565812.29,583648.59,554879.67,528832.54,583257.4450000001,583795.2676923077,566500.2673076923,553022.8875,-71022.65000000002,-27098.820000000065,30336802.13,552418.2321052632,0.0,0.0,8
9,2012-11-05,592572.3,0,70.94,3.688,225.4782634,5.539,2012,11,5,0,0,0,No Holiday,Indianapolis Downtown,45,4,538713.47,609736.12,582525.42,619498.28,545251.1,511049.06,576482.74,580338.72,565878.4903846154,553212.9053846153,53858.830000000075,10046.880000000005,30929374.43,552418.2321052632,1.0,0.0,8
9,2012-12-10,558464.8,0,60.09,3.601,227.1693919,4.954,2012,12,10,0,0,0,No Holiday,Indianapolis Downtown,50,4,592572.3,538713.47,574955.95,549967.89,490981.78,578164.82,578994.46,578267.4907692308,567698.5365384616,554780.66,-34107.5,-16491.149999999907,31487839.23,552418.2321052632,0.0,0.0,8
10,2010-01-10,1645892.97,0,86.01,3.001,126.2346,9.003,2010,1,10,6,1,0,No Holiday,Los Angeles West,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645892.97,1905260.1794736842,0.0,0.0,9
10,2010-02-04,2138651.97,0,63.66,3.086,126.6034839,9.524,2010,2,4,3,0,0,No Holiday,Los Angeles West,5,1,1645892.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492759.00000000023,0.0,3784544.9400000004,1905260.1794736842,0.0,0.0,9
10,2010-02-07,1845893.87,0,92.89,2.978,126.1392,9.199,2010,2,7,6,1,0,No Holiday,Los Angeles West,5,1,2138651.97,1645892.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-292758.1000000001,0.0,5630438.8100000005,1905260.1794736842,0.0,0.0,9
10,2010-03-09,1766331.45,0,83.8,3.087,126.1019355,9.199,2010,3,9,1,0,0,No Holiday,Los Angeles West,10,1,1845893.87,2138651.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79562.42000000016,0.0,7396770.26,1905260.1794736842,0.0,0.0,9
10,2010-03-12,2251206.64,0,51.17,3.041,126.7313333,9.003,2010,3,12,4,0,0,No Holiday,Los Angeles West,10,1,1766331.45,1845893.87,1645892.97,0.0,0.0,0.0,1849192.5650000002,0.0,0.0,0.0,484875.1900000002,605313.6700000002,9647976.9,1905260.1794736842,0.0,0.0,9
10,2010-04-06,1931406.28,0,82.82,2.941,126.1360645,9.524,2010,4,6,1,0,0,No Holiday,Los Angeles West,14,2,2251206.64,1766331.45,2138651.97,0.0,0.0,0.0,2000520.9825000002,0.0,0.0,0.0,-319800.3600000001,-207245.69000000018,11579383.18,1905260.1794736842,0.0,0.0,9
10,2010-05-02,2193048.75,0,54.34,2.962,126.4420645,9.765,2010,5,2,6,1,0,No Holiday,Los Angeles West,17,2,1931406.28,2251206.64,1845893.87,0.0,0.0,0.0,1948709.56,0.0,0.0,0.0,261642.46999999997,347154.8799999999,13772431.93,1905260.1794736842,0.0,0.0,9
10,2010-05-03,1987090.09,0,55.92,2.877,126.5782857,9.765,2010,5,3,0,0,0,No Holiday,Los Angeles West,18,2,2193048.75,1931406.28,1766331.45,0.0,0.0,0.0,2035498.28,0.0,0.0,0.0,-205958.65999999992,220758.64000000013,15759522.020000001,1905260.1794736842,0.0,0.0,9
10,2010-05-11,1832211.96,0,71.04,3.009,126.4912903,9.003,2010,5,11,1,0,0,No Holiday,Los Angeles West,19,2,1987090.09,2193048.75,2251206.64,0.0,0.0,0.0,2090687.94,0.0,0.0,0.0,-154878.13000000012,-418994.68000000017,17591733.98,1905260.1794736842,0.0,0.0,9
10,2010-06-08,1949236.09,0,86.13,3.123,126.0854516,9.199,2010,6,8,1,0,0,No Holiday,Los Angeles West,23,2,1832211.96,1987090.09,1931406.28,0.0,0.0,0.0,1985939.27,0.0,0.0,0.0,117024.13000000012,17829.810000000056,19540970.07,1905260.1794736842,0.0,1.0,9
10,2010-07-05,1921432.16,0,71.06,3.127,126.2898,9.524,2010,7,5,0,0,1,Independence Day (observed),Los Angeles West,27,3,1949236.09,1832211.96,2193048.75,0.0,0.0,0.0,1990396.7225000001,0.0,0.0,0.0,-27803.930000000168,-271616.5900000001,21462402.23,1905260.1794736842,0.0,0.0,9
10,2010-08-10,1772192.42,0,77.04,2.924,126.2791667,9.003,2010,8,10,1,0,0,No Holiday,Los Angeles West,32,3,1921432.16,1949236.09,1987090.09,0.0,0.0,0.0,1922492.575,0.0,0.0,0.0,-149239.74,-214897.67000000016,23234594.650000002,1905260.1794736842,1.0,0.0,9
10,2010-09-04,2041069.37,0,65.29,3.004,126.6019032,9.524,2010,9,4,5,1,0,No Holiday,Los Angeles West,35,3,1772192.42,1921432.16,1832211.96,0.0,0.0,0.0,1868768.1575,0.0,0.0,0.0,268876.9500000002,208857.41000000015,25275664.02,1905260.1794736842,0.0,0.0,9
10,2010-09-07,1769793.37,0,91.03,3.1,126.1518,9.199,2010,9,7,1,0,0,No Holiday,Los Angeles West,36,3,2041069.37,1772192.42,1949236.09,1645892.97,0.0,0.0,1920982.51,1944281.847692308,0.0,0.0,-271276.0,-179442.71999999997,27045457.39,1905260.1794736842,0.0,0.0,9
10,2010-10-09,1720530.23,1,84.04,2.961,126.1145806,9.199,2010,10,9,5,1,0,No Holiday,Los Angeles West,40,4,1769793.37,2041069.37,1921432.16,2138651.97,0.0,0.0,1876121.8299999998,1953812.6476923078,0.0,0.0,-49263.14000000013,-200901.92999999993,28765987.62,1905260.1794736842,0.0,0.0,9
10,2010-10-12,2411790.21,0,60.51,3.091,126.7934,9.003,2010,10,12,1,0,0,No Holiday,Los Angeles West,41,4,1720530.23,1769793.37,1772192.42,1845893.87,0.0,0.0,1825896.3475000001,1921649.4369230769,0.0,0.0,691259.98,639597.79,31177777.830000002,1905260.1794736842,0.0,0.0,9
10,2010-11-06,1827521.71,0,89.67,3.057,126.1119032,9.524,2010,11,6,5,1,0,No Holiday,Los Angeles West,44,4,2411790.21,1720530.23,2041069.37,1766331.45,0.0,0.0,1985795.7950000002,1965179.9246153845,0.0,0.0,-584268.5,-213547.66000000015,33005299.54,1905260.1794736842,0.0,0.0,9
10,2010-12-02,2176028.52,1,49.96,2.828,126.4962581,9.765,2010,12,2,3,0,0,No Holiday,Los Angeles West,48,4,1827521.71,2411790.21,1769793.37,2251206.64,0.0,0.0,1932408.8800000001,1969886.8676923078,0.0,0.0,348506.81000000006,406235.1499999999,35181328.06,1905260.1794736842,0.0,0.0,9
10,2010-12-03,1941346.13,0,52.33,3.034,126.6042857,9.765,2010,12,3,4,0,0,No Holiday,Los Angeles West,48,4,2176028.52,1827521.71,1720530.23,1931406.28,0.0,0.0,2033967.6675,1964103.9353846153,0.0,0.0,-234682.39000000013,220815.8999999999,37122674.19,1905260.1794736842,0.0,0.0,9
10,2010-12-11,1895901.59,0,61.24,3.13,126.5461613,9.003,2010,12,11,5,1,0,No Holiday,Los Angeles West,49,4,1941346.13,2176028.52,2411790.21,2193048.75,0.0,0.0,2089171.6425,1964868.5392307693,0.0,0.0,-45444.539999999804,-515888.6199999999,39018575.78,1905260.1794736842,0.0,0.0,9
10,2011-01-04,1827733.18,0,67.64,3.772,128.7199355,8.494,2011,1,4,1,0,0,No Holiday,Los Angeles West,1,1,1895901.59,1941346.13,1827521.71,1987090.09,0.0,0.0,1960199.4875,1942011.0653846152,0.0,0.0,-68168.41000000015,211.46999999997206,40846308.96,1905260.1794736842,0.0,0.0,9
10,2011-01-07,1751369.75,0,95.36,3.842,129.0894,8.257,2011,1,7,4,0,0,No Holiday,Los Angeles West,1,1,1827733.18,1895901.59,2176028.52,1832211.96,0.0,0.0,1960252.355,1929752.8415384614,0.0,0.0,-76363.42999999993,-424658.77,42597678.71,1905260.1794736842,0.0,0.0,9
